project_id,project_type,location,budget,planned_duration_days,current_progress_pct,time_elapsed_pct,progress_efficiency,resource_availability,project_complexity,weather_impact,timeline_pressure,delay_days,additional_cost_usd,progress_variance,labor_availability,weather_risk_location,material_cost_factor
PROJ_0526,industrial_facility,Bangalore,63405691.72,1020,84.4,10.6,0.683,0.867,0.556,0.555,0.0,38.7,2886854.42,0.738,0.9,0.6,1.05
PROJ_0527,highway_construction,Kolkata,14527289.88,659,89.0,24.6,0.486,0.742,0.379,0.8,0.0,29.7,786587.37,0.645,0.7,0.9,0.95
PROJ_0528,highway_construction,Ahmedabad,19173663.12,659,78.6,64.0,0.782,0.834,0.393,0.439,0.0,34.3,1197958.98,0.145,0.8,0.8,0.98
PROJ_0529,industrial_facility,Ahmedabad,57053649.44,953,51.4,14.3,0.786,0.795,0.583,0.457,0.0,25.5,1833549.24,0.371,0.8,0.8,0.98
PROJ_0530,highway_construction,Kolkata,20784821.37,538,30.2,31.9,0.446,0.824,0.377,0.557,0.017,48.9,2266573.29,-0.017,0.7,0.9,0.95
PROJ_0531,commercial_building,Bangalore,7774649.12,393,59.7,16.3,0.718,0.853,0.275,0.571,0.0,19.2,454905.89,0.434,0.9,0.6,1.05
PROJ_0532,residential_building,Kolkata,2872586.65,150,27.0,49.0,0.591,0.721,0.23,0.667,0.22,30.6,703991.36,-0.22,0.7,0.9,0.95
PROJ_0533,industrial_facility,Ahmedabad,42481650.11,980,39.3,48.9,0.671,0.799,0.568,0.606,0.096,30.5,1588291.86,-0.096,0.8,0.8,0.98
PROJ_0534,bridge_construction,Ahmedabad,31033861.5,648,15.4,66.4,0.511,0.802,0.481,0.742,0.51,33.7,1935013.37,-0.51,0.8,0.8,0.98
PROJ_0535,bridge_construction,Hyderabad,21792494.04,784,43.2,60.9,0.494,0.85,0.461,0.585,0.177,27.3,912084.97,-0.177,0.8,0.7,1.0
PROJ_0536,highway_construction,Ahmedabad,21454439.13,455,38.9,16.5,0.641,0.728,0.361,0.728,0.0,25.3,1434719.75,0.223,0.8,0.8,0.98
PROJ_0537,bridge_construction,Hyderabad,30107511.83,696,15.2,30.6,0.595,0.793,0.454,0.707,0.154,41.9,2174016.7,-0.154,0.8,0.7,1.0
PROJ_0538,commercial_building,Pune,10780261.82,448,41.3,29.9,0.671,0.815,0.299,0.37,0.0,24.5,709228.66,0.114,0.9,0.7,1.05
PROJ_0539,industrial_facility,Pune,37579434.42,1075,41.1,49.2,0.705,0.838,0.556,0.485,0.082,23.0,964834.98,-0.082,0.9,0.7,1.05
PROJ_0540,highway_construction,Chennai,14347260.39,546,43.9,72.2,0.738,0.797,0.372,0.43,0.583,32.4,1019937.66,-0.283,0.8,0.8,1.0
PROJ_0541,highway_construction,Pune,19387280.48,638,26.3,71.1,0.755,0.774,0.373,0.774,0.747,42.9,1563130.9,-0.447,0.9,0.7,1.05
PROJ_0542,industrial_facility,Delhi,45041398.27,1079,55.4,22.1,0.62,0.787,0.549,0.439,0.0,34.9,1746917.69,0.332,0.9,0.8,1.0
PROJ_0543,bridge_construction,Bangalore,32503138.07,595,12.9,57.5,0.615,0.846,0.471,0.607,0.446,53.6,3516871.72,-0.446,0.9,0.6,1.05
PROJ_0544,residential_building,Bangalore,2002008.44,178,56.0,15.7,0.828,0.809,0.188,0.413,0.0,23.3,313572.48,0.403,0.9,0.6,1.05
PROJ_0545,commercial_building,Kolkata,11692658.48,309,64.6,32.5,0.446,0.69,0.286,0.706,0.0,33.1,1501445.66,0.321,0.7,0.9,0.95
PROJ_0546,bridge_construction,Bangalore,34637504.36,772,28.2,35.0,0.749,0.817,0.492,0.504,0.069,37.6,2022441.93,-0.069,0.9,0.6,1.05
PROJ_0547,commercial_building,Pune,8981458.06,446,45.6,77.1,0.635,0.851,0.281,0.543,0.616,39.4,951107.66,-0.316,0.9,0.7,1.05
PROJ_0548,bridge_construction,Chennai,21878999.7,680,27.8,15.2,0.688,0.798,0.457,0.457,0.0,37.4,1442452.93,0.126,0.8,0.8,1.0
PROJ_0549,industrial_facility,Bangalore,48132589.17,752,63.9,53.5,0.786,0.851,0.553,0.332,0.0,18.8,1442960.75,0.104,0.9,0.6,1.05
PROJ_0550,industrial_facility,Mumbai,34492413.42,1004,38.3,60.5,0.596,0.816,0.568,0.61,0.222,48.8,2012084.27,-0.222,0.8,0.9,1.1
PROJ_0551,residential_building,Pune,2857535.36,170,32.2,79.3,0.875,0.908,0.239,0.535,0.77,23.8,479747.08,-0.47,0.9,0.7,1.05
PROJ_0552,highway_construction,Mumbai,15494745.72,456,29.2,62.7,0.551,0.815,0.385,0.544,0.335,34.0,1384073.39,-0.335,0.8,0.9,1.1
PROJ_0553,highway_construction,Bangalore,19084416.5,695,24.1,64.8,0.811,0.893,0.395,0.468,0.407,19.3,635023.34,-0.407,0.9,0.6,1.05
PROJ_0554,residential_building,Mumbai,2771238.38,162,37.3,36.9,0.49,0.736,0.209,0.811,0.0,47.3,968593.44,0.003,0.8,0.9,1.1
PROJ_0555,bridge_construction,Chennai,33634697.63,648,40.3,32.8,0.607,0.822,0.496,0.518,0.0,46.5,2897357.53,0.075,0.8,0.8,1.0
PROJ_0556,industrial_facility,Chennai,47137713.2,843,15.5,15.2,0.74,0.794,0.571,0.535,0.0,42.3,2837306.76,0.003,0.8,0.8,1.0
PROJ_0557,residential_building,Pune,2833811.86,207,65.7,40.6,0.862,0.8,0.193,0.6,0.0,15.5,254714.52,0.252,0.9,0.7,1.05
PROJ_0558,bridge_construction,Chennai,31857365.18,614,18.0,41.5,0.514,0.786,0.494,0.744,0.236,53.1,3308982.33,-0.236,0.8,0.8,1.0
PROJ_0559,industrial_facility,Hyderabad,52030955.08,722,80.5,64.6,0.74,0.798,0.584,0.553,0.0,31.5,2721739.74,0.159,0.8,0.7,1.0
PROJ_0560,highway_construction,Mumbai,15482926.15,617,63.6,75.1,0.632,0.733,0.358,0.656,0.415,50.8,1529221.34,-0.115,0.8,0.9,1.1
PROJ_0561,commercial_building,Ahmedabad,12583094.58,355,90.0,14.1,0.763,0.763,0.288,0.503,0.0,35.2,1498524.83,0.759,0.8,0.8,0.98
PROJ_0562,commercial_building,Mumbai,6505537.94,320,80.5,61.8,0.634,0.831,0.294,0.674,0.0,29.7,724829.82,0.187,0.8,0.9,1.1
PROJ_0563,commercial_building,Ahmedabad,7195801.69,390,19.6,69.4,0.744,0.879,0.3,0.613,0.498,34.8,770078.86,-0.498,0.8,0.8,0.98
PROJ_0564,commercial_building,Bangalore,9623110.14,440,36.4,41.7,0.886,0.871,0.282,0.379,0.054,22.8,598561.57,-0.054,0.9,0.6,1.05
PROJ_0565,highway_construction,Ahmedabad,16043579.36,452,63.1,71.9,0.69,0.789,0.376,0.58,0.389,26.0,1105834.42,-0.089,0.8,0.8,0.98
PROJ_0566,highway_construction,Bangalore,19875864.24,487,21.8,21.6,0.722,0.826,0.391,0.586,0.0,28.4,1392487.01,0.002,0.9,0.6,1.05
PROJ_0567,bridge_construction,Chennai,18225219.75,878,70.9,69.6,0.6,0.806,0.469,0.456,0.0,44.1,1097682.03,0.013,0.8,0.8,1.0
PROJ_0568,industrial_facility,Pune,33780890.44,936,10.3,22.7,0.842,0.834,0.525,0.45,0.124,26.8,1159781.11,-0.124,0.9,0.7,1.05
PROJ_0569,commercial_building,Hyderabad,11532690.96,369,10.3,65.3,0.721,0.865,0.278,0.597,0.55,30.8,1155039.63,-0.55,0.8,0.7,1.0
PROJ_0570,bridge_construction,Bangalore,19979061.54,875,35.3,27.1,0.82,0.78,0.435,0.64,0.0,34.4,942145.14,0.082,0.9,0.6,1.05
PROJ_0571,bridge_construction,Hyderabad,26742944.85,616,87.5,17.6,0.68,0.837,0.456,0.433,0.0,25.6,1334588.95,0.699,0.8,0.7,1.0
PROJ_0572,industrial_facility,Mumbai,58925876.94,791,24.2,15.9,0.8,0.838,0.554,0.383,0.0,27.1,2425735.1,0.083,0.8,0.9,1.1
PROJ_0573,commercial_building,Pune,10145950.47,309,65.3,38.4,0.598,0.81,0.32,0.659,0.0,32.9,1294219.43,0.269,0.9,0.7,1.05
PROJ_0574,industrial_facility,Hyderabad,50437548.02,1048,78.9,35.2,0.625,0.81,0.589,0.379,0.0,25.2,1452900.43,0.437,0.8,0.7,1.0
PROJ_0575,residential_building,Bangalore,3014832.72,232,85.8,50.3,0.64,0.9,0.226,0.497,0.0,31.5,491137.44,0.355,0.9,0.6,1.05
PROJ_0576,highway_construction,Pune,12583700.3,598,22.1,53.9,0.621,0.831,0.35,0.751,0.318,33.9,855547.97,-0.318,0.9,0.7,1.05
PROJ_0577,residential_building,Pune,2195848.32,214,75.3,39.2,0.541,0.823,0.224,0.534,0.0,42.3,520955.93,0.361,0.9,0.7,1.05
PROJ_0578,commercial_building,Mumbai,11696557.17,357,29.7,54.4,0.528,0.802,0.299,0.488,0.247,42.3,1661732.27,-0.247,0.8,0.9,1.1
PROJ_0579,residential_building,Hyderabad,1841366.56,153,54.9,55.1,0.784,0.798,0.192,0.467,0.002,24.9,360099.02,-0.002,0.8,0.7,1.0
PROJ_0580,bridge_construction,Kolkata,20427043.91,769,75.8,58.8,0.68,0.777,0.465,0.667,0.0,39.0,1243871.66,0.17,0.7,0.9,0.95
PROJ_0581,commercial_building,Hyderabad,9368259.6,446,71.1,47.7,0.795,0.79,0.292,0.395,0.0,23.2,583481.69,0.234,0.8,0.7,1.0
PROJ_0582,commercial_building,Mumbai,6484809.3,393,83.5,35.1,0.547,0.746,0.286,0.718,0.0,26.0,514385.62,0.483,0.8,0.9,1.1
PROJ_0583,bridge_construction,Hyderabad,35101146.61,693,27.5,17.2,0.784,0.805,0.499,0.47,0.0,22.5,1366636.23,0.104,0.8,0.7,1.0
PROJ_0584,commercial_building,Bangalore,7550498.33,442,74.3,10.1,0.881,0.846,0.267,0.304,0.0,22.0,450992.54,0.642,0.9,0.6,1.05
PROJ_0585,commercial_building,Delhi,11168992.36,455,16.8,20.7,0.778,0.845,0.294,0.505,0.039,17.2,506161.12,-0.039,0.9,0.8,1.0
PROJ_0586,commercial_building,Ahmedabad,10710787.07,318,36.7,60.1,0.718,0.762,0.303,0.444,0.234,32.5,1315134.44,-0.234,0.8,0.8,0.98
PROJ_0587,bridge_construction,Pune,36968922.45,864,44.1,28.1,0.889,0.842,0.46,0.713,0.0,30.9,1584701.08,0.16,0.9,0.7,1.05
PROJ_0588,commercial_building,Chennai,8781641.4,356,18.2,52.8,0.527,0.8,0.304,0.564,0.346,35.3,1046753.75,-0.346,0.8,0.8,1.0
PROJ_0589,industrial_facility,Delhi,42276435.46,830,32.1,49.7,0.591,0.843,0.562,0.589,0.176,31.9,1950877.97,-0.176,0.9,0.8,1.0
PROJ_0590,highway_construction,Ahmedabad,14025989.54,688,84.8,31.2,0.705,0.762,0.354,0.66,0.0,27.2,665502.12,0.536,0.8,0.8,0.98
PROJ_0591,residential_building,Bangalore,2202995.17,147,18.0,34.6,0.615,0.813,0.217,0.522,0.167,28.5,512956.2,-0.167,0.9,0.6,1.05
PROJ_0592,industrial_facility,Ahmedabad,34712669.69,841,30.6,75.6,0.57,0.796,0.538,0.621,0.75,59.1,2925999.14,-0.45,0.8,0.8,0.98
PROJ_0593,residential_building,Mumbai,3135747.51,194,18.9,54.6,0.658,0.801,0.194,0.458,0.357,32.0,618938.52,-0.357,0.8,0.9,1.1
PROJ_0594,commercial_building,Hyderabad,10675980.97,295,10.9,32.0,0.494,0.746,0.302,0.504,0.21,29.7,1291269.1,-0.21,0.8,0.7,1.0
PROJ_0595,commercial_building,Hyderabad,11331023.54,383,75.5,70.4,0.64,0.875,0.32,0.62,0.3,24.8,879921.17,0.051,0.8,0.7,1.0
PROJ_0596,highway_construction,Mumbai,12073800.01,687,59.3,36.4,0.668,0.827,0.369,0.482,0.0,30.5,642681.49,0.229,0.8,0.9,1.1
PROJ_0597,highway_construction,Delhi,16081536.04,499,48.3,54.2,0.744,0.856,0.355,0.7,0.06,39.6,1530727.55,-0.06,0.9,0.8,1.0
PROJ_0598,commercial_building,Chennai,10813063.66,436,25.5,13.1,0.579,0.782,0.302,0.4,0.0,39.4,1170760.7,0.124,0.8,0.8,1.0
PROJ_0599,industrial_facility,Pune,33288872.12,818,20.4,10.0,0.823,0.836,0.543,0.559,0.0,28.2,1377191.23,0.104,0.9,0.7,1.05
PROJ_0600,bridge_construction,Chennai,18873734.16,877,56.0,10.5,0.789,0.74,0.422,0.649,0.0,22.4,579650.95,0.455,0.8,0.8,1.0
PROJ_0601,residential_building,Ahmedabad,1966637.42,169,53.2,53.4,0.738,0.812,0.236,0.596,0.002,24.9,347724.07,-0.002,0.8,0.8,0.98
PROJ_0602,residential_building,Bangalore,2032600.29,173,56.4,17.7,0.788,0.884,0.218,0.509,0.0,18.6,262728.63,0.387,0.9,0.6,1.05
PROJ_0603,commercial_building,Delhi,11342928.02,318,81.6,48.4,0.741,0.841,0.317,0.7,0.0,39.7,1696891.27,0.332,0.9,0.8,1.0
PROJ_0604,industrial_facility,Pune,67032276.67,1081,44.5,35.8,0.589,0.818,0.596,0.603,0.0,30.6,2275221.6,0.087,0.9,0.7,1.05
PROJ_0605,industrial_facility,Kolkata,65695653.4,995,26.4,54.6,0.61,0.686,0.565,0.567,0.282,46.5,3684507.73,-0.282,0.7,0.9,0.95
PROJ_0606,bridge_construction,Hyderabad,32449597.5,767,32.5,74.9,0.799,0.845,0.466,0.682,0.724,32.8,1666186.29,-0.424,0.8,0.7,1.0
PROJ_0607,industrial_facility,Kolkata,43639486.36,1012,81.8,71.0,0.492,0.718,0.565,0.433,0.3,40.2,2079006.32,0.109,0.7,0.9,0.95
PROJ_0608,highway_construction,Kolkata,11166727.74,616,81.6,72.2,0.683,0.764,0.349,0.85,0.3,53.3,1159030.31,0.095,0.7,0.9,0.95
PROJ_0609,residential_building,Kolkata,3596393.51,154,55.5,75.2,0.429,0.782,0.226,0.413,0.496,36.0,1008481.51,-0.196,0.7,0.9,0.95
PROJ_0610,residential_building,Chennai,3731046.0,187,85.5,52.0,0.737,0.771,0.224,0.513,0.0,23.0,552624.96,0.335,0.8,0.8,1.0
PROJ_0611,commercial_building,Bangalore,9896995.24,465,73.9,57.5,0.55,0.897,0.293,0.331,0.0,21.4,546344.21,0.164,0.9,0.6,1.05
PROJ_0612,commercial_building,Kolkata,8913861.45,401,67.6,72.2,0.602,0.729,0.294,0.719,0.346,37.7,1003836.2,-0.046,0.7,0.9,0.95
PROJ_0613,highway_construction,Delhi,11217782.26,486,68.6,27.8,0.866,0.77,0.364,0.552,0.0,23.8,658674.99,0.409,0.9,0.8,1.0
PROJ_0614,industrial_facility,Pune,37415628.62,853,67.3,22.8,0.778,0.858,0.543,0.354,0.0,33.1,1742522.1,0.445,0.9,0.7,1.05
PROJ_0615,commercial_building,Delhi,11933298.46,298,52.7,18.0,0.81,0.822,0.294,0.485,0.0,27.3,1316077.64,0.347,0.9,0.8,1.0
PROJ_0616,residential_building,Delhi,2973417.06,234,42.6,27.7,0.801,0.778,0.208,0.47,0.0,27.5,420084.28,0.149,0.9,0.8,1.0
PROJ_0617,bridge_construction,Mumbai,32818738.25,824,65.6,76.7,0.674,0.866,0.451,0.719,0.412,45.3,2165941.55,-0.112,0.8,0.9,1.1
PROJ_0618,residential_building,Chennai,3337996.57,172,26.8,49.7,0.58,0.82,0.218,0.553,0.23,43.0,1002591.76,-0.23,0.8,0.8,1.0
PROJ_0619,highway_construction,Bangalore,12397014.36,637,64.4,55.6,0.618,0.859,0.344,0.503,0.0,38.6,901234.28,0.088,0.9,0.6,1.05
PROJ_0620,residential_building,Chennai,3192474.72,204,19.1,79.5,0.615,0.841,0.2,0.47,0.903,26.4,496732.9,-0.603,0.8,0.8,1.0
PROJ_0621,residential_building,Pune,2683988.14,176,11.1,11.7,0.757,0.804,0.231,0.662,0.006,32.0,584265.35,-0.006,0.9,0.7,1.05
PROJ_0622,highway_construction,Ahmedabad,10757542.81,610,58.5,50.1,0.548,0.737,0.374,0.628,0.0,32.4,685838.19,0.084,0.8,0.8,0.98
PROJ_0623,industrial_facility,Mumbai,53457263.22,987,76.4,65.6,0.559,0.804,0.581,0.378,0.0,48.5,3150845.87,0.108,0.8,0.9,1.1
PROJ_0624,commercial_building,Delhi,11316142.69,412,69.2,51.4,0.622,0.837,0.31,0.482,0.0,28.6,942218.74,0.178,0.9,0.8,1.0
PROJ_0625,commercial_building,Bangalore,9636681.1,450,50.0,33.4,0.776,0.791,0.294,0.446,0.0,22.0,565295.38,0.166,0.9,0.6,1.05
PROJ_0626,residential_building,Bangalore,2221064.74,208,24.0,12.3,0.609,0.85,0.192,0.443,0.0,29.3,375616.61,0.117,0.9,0.6,1.05
PROJ_0627,residential_building,Chennai,2312021.85,197,47.1,62.2,0.693,0.825,0.21,0.664,0.151,24.9,350708.33,-0.151,0.8,0.8,1.0
PROJ_0628,highway_construction,Kolkata,11199026.24,441,52.3,29.8,0.682,0.843,0.354,0.675,0.0,22.7,690246.72,0.225,0.7,0.9,0.95
PROJ_0629,commercial_building,Kolkata,11816145.47,389,87.2,32.9,0.687,0.83,0.317,0.453,0.0,32.0,1165740.08,0.543,0.7,0.9,0.95
PROJ_0630,residential_building,Hyderabad,2073761.41,172,52.7,23.5,0.719,0.793,0.225,0.574,0.0,27.9,405013.55,0.292,0.8,0.7,1.0
PROJ_0631,residential_building,Kolkata,2484736.0,223,51.5,50.1,0.621,0.804,0.205,0.798,0.0,41.5,554824.52,0.013,0.7,0.9,0.95
PROJ_0632,residential_building,Pune,3142994.07,204,37.2,79.9,0.779,0.829,0.194,0.487,0.727,33.5,618234.4,-0.427,0.9,0.7,1.05
PROJ_0633,commercial_building,Kolkata,11785440.06,344,21.3,40.5,0.614,0.758,0.311,0.767,0.191,41.4,1703083.19,-0.191,0.7,0.9,0.95
PROJ_0634,industrial_facility,Delhi,60989204.71,1038,77.2,10.0,0.767,0.771,0.561,0.373,0.0,26.2,1846611.23,0.672,0.9,0.8,1.0
PROJ_0635,bridge_construction,Kolkata,35160153.4,775,72.3,39.0,0.687,0.731,0.489,0.717,0.0,37.4,2036363.71,0.333,0.7,0.9,0.95
PROJ_0636,highway_construction,Delhi,16627128.25,638,66.2,22.8,0.699,0.777,0.391,0.722,0.0,43.4,1357754.5,0.435,0.9,0.8,1.0
PROJ_0637,residential_building,Hyderabad,2822036.75,227,11.6,64.5,0.508,0.853,0.218,0.434,0.529,35.5,529264.71,-0.529,0.8,0.7,1.0
PROJ_0638,commercial_building,Chennai,9064415.0,470,34.7,39.8,0.605,0.807,0.284,0.529,0.052,36.3,839817.74,-0.052,0.8,0.8,1.0
PROJ_0639,residential_building,Pune,3454691.66,219,58.9,53.5,0.866,0.923,0.191,0.424,0.0,14.6,277811.76,0.054,0.9,0.7,1.05
PROJ_0640,bridge_construction,Mumbai,30096123.04,677,80.7,66.5,0.756,0.815,0.449,0.438,0.0,30.2,1610135.18,0.143,0.8,0.9,1.1
PROJ_0641,industrial_facility,Pune,44305028.23,1077,26.0,50.5,0.661,0.843,0.559,0.33,0.245,41.5,2049687.78,-0.245,0.9,0.7,1.05
PROJ_0642,residential_building,Pune,2976261.59,221,29.1,70.1,0.64,0.892,0.222,0.399,0.71,32.7,527344.18,-0.41,0.9,0.7,1.05
PROJ_0643,residential_building,Chennai,2214474.97,182,46.0,42.5,0.798,0.813,0.227,0.527,0.0,31.4,456844.27,0.035,0.8,0.8,1.0
PROJ_0644,highway_construction,Bangalore,21884047.3,454,24.0,29.1,0.824,0.855,0.373,0.629,0.051,21.0,1214409.6,-0.051,0.9,0.6,1.05
PROJ_0645,industrial_facility,Chennai,43206645.0,1122,57.0,38.6,0.597,0.836,0.575,0.382,0.0,36.9,1703515.93,0.184,0.8,0.8,1.0
PROJ_0646,residential_building,Chennai,2221299.66,221,79.6,12.5,0.588,0.865,0.204,0.523,0.0,30.1,363079.01,0.672,0.8,0.8,1.0
PROJ_0647,commercial_building,Bangalore,10652083.59,326,44.6,39.8,0.865,0.907,0.278,0.319,0.0,18.7,732450.76,0.048,0.9,0.6,1.05
PROJ_0648,commercial_building,Delhi,11479274.18,420,33.7,14.5,0.792,0.827,0.314,0.654,0.0,29.0,952014.46,0.192,0.9,0.8,1.0
PROJ_0649,bridge_construction,Kolkata,24945465.29,808,42.5,54.1,0.565,0.771,0.434,0.847,0.116,57.3,2124029.6,-0.116,0.7,0.9,0.95
PROJ_0650,commercial_building,Pune,6718545.16,304,79.3,33.2,0.807,0.861,0.271,0.491,0.0,18.1,480293.26,0.461,0.9,0.7,1.05
PROJ_0651,bridge_construction,Bangalore,19706388.04,919,44.6,70.6,0.664,0.879,0.436,0.66,0.561,51.7,1331036.83,-0.261,0.9,0.6,1.05
PROJ_0652,residential_building,Pune,2303004.88,195,75.3,29.7,0.689,0.849,0.205,0.699,0.0,24.3,344337.78,0.456,0.9,0.7,1.05
PROJ_0653,residential_building,Ahmedabad,2662149.34,202,47.7,17.0,0.575,0.832,0.234,0.735,0.0,35.8,565221.57,0.307,0.8,0.8,0.98
PROJ_0654,highway_construction,Bangalore,20840159.93,594,77.4,52.5,0.721,0.812,0.375,0.453,0.0,19.8,833878.0,0.249,0.9,0.6,1.05
PROJ_0655,commercial_building,Delhi,9990157.42,299,23.4,25.1,0.77,0.834,0.315,0.541,0.017,35.3,1415860.68,-0.017,0.9,0.8,1.0
PROJ_0656,bridge_construction,Delhi,20317143.71,759,29.2,59.6,0.588,0.796,0.441,0.445,0.304,28.9,928644.27,-0.304,0.9,0.8,1.0
PROJ_0657,residential_building,Hyderabad,2690857.1,230,24.7,51.7,0.598,0.781,0.232,0.567,0.27,44.4,623454.89,-0.27,0.8,0.7,1.0
PROJ_0658,highway_construction,Ahmedabad,19797270.68,468,69.6,25.3,0.619,0.766,0.391,0.431,0.0,39.3,1996453.6,0.443,0.8,0.8,0.98
PROJ_0659,residential_building,Pune,3338864.85,154,44.4,38.7,0.762,0.809,0.206,0.699,0.0,33.1,860582.53,0.057,0.9,0.7,1.05
PROJ_0660,bridge_construction,Kolkata,21480390.72,648,18.0,20.5,0.532,0.79,0.457,0.467,0.025,35.4,1409725.47,-0.025,0.7,0.9,0.95
PROJ_0661,residential_building,Ahmedabad,3466356.26,161,18.7,67.9,0.485,0.852,0.233,0.663,0.492,48.4,1247999.54,-0.492,0.8,0.8,0.98
PROJ_0662,commercial_building,Chennai,10050918.86,346,24.8,17.9,0.622,0.835,0.313,0.375,0.0,19.8,691895.24,0.069,0.8,0.8,1.0
PROJ_0663,bridge_construction,Ahmedabad,19215014.29,725,56.6,12.2,0.598,0.864,0.455,0.773,0.0,41.9,1333311.09,0.444,0.8,0.8,0.98
PROJ_0664,residential_building,Mumbai,2623774.55,147,59.8,27.8,0.691,0.765,0.23,0.707,0.0,34.5,737762.53,0.319,0.8,0.9,1.1
PROJ_0665,commercial_building,Chennai,11875802.77,474,23.0,72.7,0.686,0.854,0.279,0.515,0.797,45.4,1363655.42,-0.497,0.8,0.8,1.0
PROJ_0666,bridge_construction,Ahmedabad,28144378.35,773,63.4,15.7,0.666,0.84,0.448,0.445,0.0,40.0,1748024.36,0.477,0.8,0.8,0.98
PROJ_0667,industrial_facility,Pune,37032157.2,1130,82.1,22.6,0.775,0.861,0.559,0.345,0.0,26.4,1038574.51,0.595,0.9,0.7,1.05
PROJ_0668,highway_construction,Delhi,20144715.65,690,28.1,17.1,0.582,0.821,0.401,0.805,0.0,37.5,1313593.07,0.111,0.9,0.8,1.0
PROJ_0669,commercial_building,Delhi,10490180.85,406,79.6,41.7,0.708,0.847,0.294,0.374,0.0,32.7,1013587.55,0.38,0.9,0.8,1.0
PROJ_0670,residential_building,Pune,3575307.56,202,78.0,11.5,0.676,0.809,0.225,0.632,0.0,24.7,525950.23,0.665,0.9,0.7,1.05
PROJ_0671,residential_building,Ahmedabad,2519598.61,194,27.4,67.3,0.63,0.739,0.232,0.445,0.399,40.2,625393.59,-0.399,0.8,0.8,0.98
PROJ_0672,residential_building,Delhi,3315891.99,170,25.7,24.7,0.884,0.759,0.193,0.694,0.0,18.0,420809.2,0.009,0.9,0.8,1.0
PROJ_0673,residential_building,Delhi,3714895.98,151,27.4,24.9,0.735,0.864,0.208,0.5,0.0,31.2,921761.6,0.026,0.9,0.8,1.0
PROJ_0674,industrial_facility,Pune,67491467.33,1050,19.9,66.8,0.804,0.934,0.553,0.614,0.469,37.8,2914875.78,-0.469,0.9,0.7,1.05
PROJ_0675,industrial_facility,Ahmedabad,37202023.33,755,41.4,40.7,0.725,0.743,0.532,0.513,0.0,29.5,1742742.78,0.008,0.8,0.8,0.98
PROJ_0676,commercial_building,Chennai,8988574.88,382,66.2,35.5,0.632,0.775,0.281,0.53,0.0,35.3,997605.89,0.307,0.8,0.8,1.0
PROJ_0677,residential_building,Kolkata,2625612.16,203,34.7,54.3,0.668,0.748,0.223,0.646,0.196,32.2,499189.68,-0.196,0.7,0.9,0.95
PROJ_0678,commercial_building,Mumbai,12181851.6,370,10.6,66.6,0.541,0.809,0.282,0.568,0.56,28.2,1113227.63,-0.56,0.8,0.9,1.1
PROJ_0679,highway_construction,Pune,15700181.84,555,30.5,12.3,0.69,0.922,0.36,0.448,0.0,26.6,902169.83,0.182,0.9,0.7,1.05
PROJ_0680,industrial_facility,Delhi,54293150.44,1078,67.5,59.0,0.658,0.86,0.558,0.61,0.0,29.2,1765550.93,0.085,0.9,0.8,1.0
PROJ_0681,residential_building,Hyderabad,2899295.13,212,38.6,12.4,0.772,0.83,0.191,0.547,0.0,25.7,423058.28,0.262,0.8,0.7,1.0
PROJ_0682,residential_building,Hyderabad,2396756.73,186,42.1,15.1,0.757,0.788,0.208,0.68,0.0,35.4,546896.13,0.27,0.8,0.7,1.0
PROJ_0683,highway_construction,Ahmedabad,13187286.09,638,23.0,14.5,0.532,0.789,0.372,0.751,0.0,48.0,1190312.48,0.084,0.8,0.8,0.98
PROJ_0684,bridge_construction,Chennai,23336719.98,658,13.2,23.7,0.614,0.771,0.473,0.795,0.105,33.5,1424932.66,-0.105,0.8,0.8,1.0
PROJ_0685,commercial_building,Kolkata,6436236.94,438,34.0,28.6,0.577,0.715,0.303,0.658,0.0,26.2,461482.77,0.054,0.7,0.9,0.95
PROJ_0686,highway_construction,Chennai,20207621.88,442,81.8,74.9,0.594,0.891,0.368,0.71,0.3,49.4,2708342.79,0.069,0.8,0.8,1.0
PROJ_0687,commercial_building,Pune,11843126.76,311,33.7,23.6,0.835,0.878,0.316,0.562,0.0,29.6,1352306.74,0.101,0.9,0.7,1.05
PROJ_0688,bridge_construction,Bangalore,23709441.93,925,63.5,73.3,0.733,0.884,0.473,0.513,0.398,24.4,751306.13,-0.098,0.9,0.6,1.05
PROJ_0689,residential_building,Pune,2511632.14,223,11.0,43.2,0.683,0.882,0.227,0.649,0.322,39.5,534144.59,-0.322,0.9,0.7,1.05
PROJ_0690,bridge_construction,Hyderabad,35396154.06,768,48.5,49.9,0.659,0.815,0.485,0.733,0.014,42.0,2322185.7,-0.014,0.8,0.7,1.0
PROJ_0691,commercial_building,Mumbai,10931773.73,434,19.0,29.9,0.543,0.841,0.293,0.743,0.109,36.7,1107816.39,-0.109,0.8,0.9,1.1
PROJ_0692,industrial_facility,Mumbai,31522370.24,1072,41.7,68.8,0.783,0.882,0.531,0.471,0.271,27.1,957097.72,-0.271,0.8,0.9,1.1
PROJ_0693,commercial_building,Mumbai,8567748.21,304,52.7,63.2,0.675,0.843,0.304,0.605,0.105,40.4,1369809.19,-0.105,0.8,0.9,1.1
PROJ_0694,residential_building,Bangalore,2503111.88,203,77.0,35.4,0.726,0.79,0.19,0.492,0.0,18.7,276020.16,0.416,0.9,0.6,1.05
